Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
India,Brazil,2017,EXPIMP,Fuels,33633.07,1724302.02,1.17,33.78,0.12,16.58,-44.93,2.5,0.04,9,88.89,11.11,0,0,5,0,0,34119.4,1690182.62,2.5,0.04,9,88.89,11.11,0,0,5,0,0,34119.4,1690182.62
India,Brunei,2017,EXPIMP,Fuels,139.21,594287.38,0.29,99.83,0,7.77,131.26,0,0,1,0,100,0,0,0,0,0,0,594287.38,0,0,1,0,100,0,0,0,0,0,0,594287.38
India,Bhutan,2017,EXPIMP,Fuels,112001.94,34762.49,27.88,16.79,,,,0,0,3,0,100,0,0,0,0,0,0,34762.49,5,5,3,66.67,0,33.33,0,5,5,34729.94,34762.49,0
India,Canada,2017,EXPIMP,Fuels,2476.5,644209.2,0.11,13.3,0.37,9.22,-47.25,4.17,2.5,15,100,0,0,0,5,2.5,0,644209.2,0,4.17,2.5,15,100,0,0,0,5,2.5,0,644209.2,0
India,Switzerland,2017,EXPIMP,Fuels,0.77,1365.82,0,0.01,0,8.97,144.05,4.38,2.6,9,100,0,0,0,5,2.5,0,1365.82,0,4.38,2.6,9,100,0,0,0,5,2.5,0,1365.82,0
India,Chile,2017,EXPIMP,Fuels,1215.24,24891.05,0.16,1.47,0.01,12.96,-2.11,3.75,2.68,8,100,0,0,0,5,2.5,0,24891.05,0,3.75,2.68,8,100,0,0,0,5,2.5,0,24891.05,0
India,China,2017,EXPIMP,Fuels,1017552.13,808660.77,8.14,1.12,0.14,18.91,34.57,3.85,4.21,44,100,0,0,0,5,2.5,0,808660.77,0,3.85,4.21,44,100,0,0,0,5,2.5,0,808660.77,0
India,Cameroon,2017,EXPIMP,Fuels,3880.58,152715.97,2.02,71.95,0.21,66.83,77.44,0,0,1,0,100,0,0,0,0,0,0,152715.97,0,0,1,0,100,0,0,0,0,0,0,152715.97
India,"Congo, Rep.",2017,EXPIMP,Fuels,306.21,23610.44,0.26,16.63,0.05,-5.6,34.44,0,0,1,0,100,0,0,0,0,0,0,23610.44,0,0,1,0,100,0,0,0,0,0,0,23610.44
India,Colombia,2017,EXPIMP,Fuels,1382.4,272175.14,0.15,41.94,0.02,-1.47,46.7,3.13,2.63,14,92.86,7.14,0,0,5,0,0,158144.18,114030.96,3.13,2.63,14,92.86,7.14,0,0,5,0,0,158144.18,114030.96
India,Comoros,2017,EXPIMP,Fuels,0,1.97,,0.01,,,,,,,,,,,,,0,1.97,0,,,,,,,,,,0,1.97,0
India,Curaçao,2017,EXPIMP,Fuels,28.89,46.04,0.07,0.55,,,,,,,,,,,,,0,46.04,0,,,,,,,,,,0,46.04,0
India,Cyprus,2017,EXPIMP,Fuels,35375.58,4.61,36.78,0.04,0.89,18.23,"3,869.67",,,,,,,,,,0,4.61,0,,,,,,,,,,0,4.61,0
India,Czech Republic,2017,EXPIMP,Fuels,92.44,1840.96,0.02,0.29,0,13.66,-8.29,3.13,2.5,5,100,0,0,0,5,2.5,0,1840.96,0,3.13,2.5,5,100,0,0,0,5,2.5,0,1840.96,0
India,Germany,2017,EXPIMP,Fuels,241.53,34428.6,0,0.27,0.02,8.46,363.86,3.69,3.69,40,100,0,0,0,5,2.5,0,34428.6,0,3.69,3.69,40,100,0,0,0,5,2.5,0,34428.6,0
India,Djibouti,2017,EXPIMP,Fuels,32066.89,119.15,11.69,2.9,,,,,,,,,,,,,0,119.15,0,,,,,,,,,,0,119.15,0
India,Denmark,2017,EXPIMP,Fuels,101.74,4829.82,0.01,0.93,0.41,9.71,29.11,3.13,2.5,10,100,0,0,0,5,2.5,0,4829.82,0,3.13,2.5,10,100,0,0,0,5,2.5,0,4829.82,0
India,Algeria,2017,EXPIMP,Fuels,1472,1015318.25,0.19,98.24,0.05,11.36,-2.92,2.5,0.19,3,66.67,33.33,0,0,5,0,0,123906.47,891411.77,2.5,0.19,3,66.67,33.33,0,0,5,0,0,123906.47,891411.77
India,East Asia & Pacific,2017,EXPIMP,Fuels,12956491.82,20139576.91,17,11.84,,,,2.42,1.46,220,69.09,30.91,0,0,5,0,0,11565422.98,8574153.93,3.67,2.31,50,98,2,0,0,5,0,0,17824204.16,2315372.75
India,Europe & Central Asia,2017,EXPIMP,Fuels,3746288.4,4631243.39,6.2,5.84,,,,3.31,0.87,287,95.82,4.18,0,0,5,0,0,1587159.74,3044083.66,3.67,0.87,50,98,2,0,0,5,0,0,1587159.74,3044083.66
India,Ecuador,2017,EXPIMP,Fuels,1091.72,228066.13,0.41,68.71,0.31,12.93,456.56,0,0,1,0,100,0,0,0,0,0,0,228066.13,0,0,1,0,100,0,0,0,0,0,0,228066.13
India,"Egypt, Arab Rep.",2017,EXPIMP,Fuels,197968.6,866706.57,8.44,71.38,1.01,3.93,110.61,3.44,0.59,19,94.74,5.26,0,0,5,0,0,166141.5,700565.07,3.44,0.59,19,94.74,5.26,0,0,5,0,0,166141.5,700565.07
India,Spain,2017,EXPIMP,Fuels,54620.2,86158.85,1.45,4.63,0.18,16.48,-30.41,3.33,2.99,23,95.65,4.35,0,0,5,0,0,86158.59,0.26,3.33,2.99,23,95.65,4.35,0,0,5,0,0,86158.59,0.26
India,Estonia,2017,EXPIMP,Fuels,0,528.54,,0.7,0,7.92,-91.36,1.25,2.44,3,66.67,33.33,0,0,2.5,0,0,528.36,0.17,1.25,2.44,3,66.67,33.33,0,0,2.5,0,0,528.36,0.17
India,Finland,2017,EXPIMP,Fuels,314.74,5934.55,0.11,0.47,0.01,13.69,-12.12,2.5,2.5,1,100,0,0,0,2.5,2.5,0,5934.55,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,5934.55,0
India,France,2017,EXPIMP,Fuels,403228.39,53124.1,8,1.08,1.05,12.62,57.47,3.57,2.5,15,93.33,6.67,0,0,5,0,0,53123.69,0.41,3.57,2.5,15,93.33,6.67,0,0,5,0,0,53123.69,0.41
India,Gabon,2017,EXPIMP,Fuels,38.99,147049.17,0.09,56.11,,,,0,0,1,0,100,0,0,0,0,0,0,147049.17,0,0,1,0,100,0,0,0,0,0,0,147049.17
India,United Kingdom,2017,EXPIMP,Fuels,115985.94,66069.77,1.3,1.52,0.87,14.03,59.95,3.68,2.51,32,100,0,0,0,5,2.5,0,66069.77,0,3.68,2.51,32,100,0,0,0,5,2.5,0,66069.77,0
India,Ghana,2017,EXPIMP,Fuels,4751.29,1.48,0.75,0,0.15,23.27,-14.39,,,,,,,,,,0,1.48,0,,,,,,,,,,0,1.48,0
India,Guinea,2017,EXPIMP,Fuels,3729.3,1.43,1.02,0,,,,0,0,1,0,100,0,0,0,0,0,1.04,0.39,0,0,1,0,100,0,0,0,0,0,1.04,0.39
India,Equatorial Guinea,2017,EXPIMP,Fuels,8.95,602991.14,0.08,99.66,,,,1.25,1.31,2,50,50,0,0,2.5,0,0,315964.68,287026.46,1.25,1.31,2,50,50,0,0,2.5,0,0,315964.68,287026.46
India,Greece,2017,EXPIMP,Fuels,688.21,848.81,0.16,0.84,0.31,13.25,643.49,2.5,2.5,1,100,0,0,0,2.5,2.5,0,848.81,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,848.81,0
India,"Hong Kong, China",2017,EXPIMP,Fuels,151906.18,1139.24,1.01,0.01,0.84,13.43,5.34,4.38,4.98,8,100,0,0,0,5,2.5,0,1139.24,0,4.38,4.98,8,100,0,0,0,5,2.5,0,1139.24,0
India,Croatia,2017,EXPIMP,Fuels,166.96,30.52,0.1,0.09,0,10.62,-89.06,,,,,,,,,,0,30.52,0,,,,,,,,,,0,30.52,0
India,Hungary,2017,EXPIMP,Fuels,0.11,427.6,0,0.17,0,17.36,-95.95,3.75,3.53,6,100,0,0,0,5,2.5,0,427.6,0,3.75,3.53,6,100,0,0,0,5,2.5,0,427.6,0
India,Indonesia,2017,EXPIMP,Fuels,195555.93,6114881.43,5.2,37.66,0.4,15.09,148.07,1.11,0.02,15,46.67,53.33,0,0,5,0,0,106599.5,6008281.93,2.5,2.5,15,93.33,6.67,0,0,5,0,0,6114879.04,2.39
India,Ireland,2017,EXPIMP,Fuels,0.01,28.58,0,0,2.39,12.32,"11,856.95",2.5,2.5,2,100,0,0,0,2.5,2.5,0,28.58,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,28.58,0
India,"Iran, Islamic Rep.",2017,EXPIMP,Fuels,20343.53,9413470.96,0.78,84.89,1.5,31.76,0.6,3.39,0.06,30,96.67,3.33,0,0,5,0,0,161840.44,9251630.53,3.39,0.06,30,96.67,3.33,0,0,5,0,0,161840.44,9251630.53
India,Iraq,2017,EXPIMP,Fuels,164235.21,15241505.91,13.06,99.55,,,,0,0,1,0,100,0,0,0,0,0,74.34,15241431.57,0,0,1,0,100,0,0,0,0,0,74.34,15241431.57
India,Israel,2017,EXPIMP,Fuels,1019291.54,28867.77,31.22,1.45,0.03,14.29,-43.41,2.5,0.31,8,87.5,12.5,0,0,5,0,0,3714.52,25153.24,2.5,0.31,8,87.5,12.5,0,0,5,0,0,3714.52,25153.24
India,Italy,2017,EXPIMP,Fuels,220816.79,65944.14,3.9,1.51,0.49,14,-6.71,3.57,4.38,29,96.55,3.45,0,0,5,0,0,65943.75,0.4,3.57,4.38,29,96.55,3.45,0,0,5,0,0,65943.75,0.4
India,Japan,2017,EXPIMP,Fuels,799223.64,198646.39,17.77,1.9,1.07,12.89,24.78,3.13,3.43,28,96.43,3.57,0,0,5,0,0,198635.45,10.94,4.11,4.6,28,100,0,0,0,5,2.5,0,198646.39,0
India,Kazakhstan,2017,EXPIMP,Fuels,2.58,968470.51,0,93.21,0.01,10.28,392.71,1.25,0,2,50,50,0,0,2.5,0,0,37745.61,930724.9,1.25,0,2,50,50,0,0,2.5,0,0,37745.61,930724.9
India,Kenya,2017,EXPIMP,Fuels,517959.03,0.04,28.49,0,1.52,13.92,-18.75,5,5,4,100,0,0,0,5,5,0,0.04,0,5,5,4,100,0,0,0,5,5,0,0.04,0
India,Kyrgyz Republic,2017,EXPIMP,Fuels,0,29654.16,,96.18,,,,0,0,1,0,100,0,0,0,0,0,0,29654.16,0,0,1,0,100,0,0,0,0,0,0,29654.16
India,"Korea, Rep.",2017,EXPIMP,Fuels,779413.64,875934.47,17.81,5.44,0.92,15.97,2.26,1.25,0.54,21,33.33,66.67,0,0,5,0,0,643306.09,232628.38,3.54,1.57,21,95.24,4.76,0,0,5,0,0,742881,133053.47
India,Kuwait,2017,EXPIMP,Fuels,4836.94,5098495.37,0.35,83.33,0.43,2.01,-22.06,2.78,0.4,10,90,10,0,0,5,0,0,773652.22,4324843.15,2.78,0.4,10,90,10,0,0,5,0,0,773652.22,4324843.15
India,Liberia,2017,EXPIMP,Fuels,1341.13,5.94,0.53,0.02,,,,,,,,,,,,,0,5.94,0,,,,,,,,,,0,5.94,0
India,Libya,2017,EXPIMP,Fuels,129.06,142.94,0.11,0.53,0.01,19.89,-34.38,,,,,,,,,,0,142.94,0,,,,,,,,,,0,142.94,0
India,Latin America & Caribbean,2017,EXPIMP,Fuels,105333.9,10613225.95,0.89,44.88,,,,2.5,0.1,40,87.5,12.5,0,0,5,0,0,300206.77,10313019.19,2.81,0.1,18,94.44,5.56,0,0,5,0,0,300206.77,10313019.19
India,Sri Lanka,2017,EXPIMP,Fuels,815427.55,15262.37,18.48,2.3,1.03,17.38,34.5,0,0,4,0,100,0,0,0,0,0,211.74,15050.63,3.33,2.5,4,100,0,0,0,5,2.5,0,15262.37,0
India,Lithuania,2017,EXPIMP,Fuels,0,139.92,,0.07,,,,2.5,2.5,2,100,0,0,0,2.5,2.5,0,139.92,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,139.92,0
India,Luxembourg,2017,EXPIMP,Fuels,0,1.96,,0,0,13.59,-47.53,,,,,,,,,,0,1.96,0,,,,,,,,,,0,1.96,0
India,Latvia,2017,EXPIMP,Fuels,142.01,23879.61,0.12,48.61,0,,,2.5,2.5,7,100,0,0,0,2.5,2.5,0,23879.61,0,2.5,2.5,7,100,0,0,0,2.5,2.5,0,23879.61,0
India,Maldives,2017,EXPIMP,Fuels,2362.1,2787.71,1.11,36.41,0.02,12.67,-18.35,0,0,2,0,100,0,0,0,0,0,0,2787.71,3.75,4.63,2,100,0,0,0,5,2.5,0,2787.71,0
India,Middle East & North Africa,2017,EXPIMP,Fuels,7999654.57,66748323.28,15.18,70.67,,,,3.04,0.47,137,89.05,10.95,0,0,5,0,0,12591171.72,54157151.56,3.52,0.47,40,97.5,2.5,0,0,5,0,0,12591201.75,54157121.54
India,Mexico,2017,EXPIMP,Fuels,1184.9,2389531.63,0.03,67.54,0.04,19.01,-46.05,2.5,0,6,83.33,16.67,0,0,5,0,0,55.24,2389476.39,2.5,0,6,83.33,16.67,0,0,5,0,0,55.24,2389476.39
India,Marshall Islands,2017,EXPIMP,Fuels,0,0.52,,0.39,,,,,,,,,,,,,0,0.52,0,,,,,,,,,,0,0.52,0
India,Myanmar,2017,EXPIMP,Fuels,51437.78,0.77,4.84,0,0.28,42.06,265.18,,,,,,,,,,0,0.77,0,,,,,,,,,,0,0.77,0
India,Mongolia,2017,EXPIMP,Fuels,0.02,552.03,0,30.38,,,,5,5,4,100,0,0,0,5,5,0,552.03,0,5,5,4,100,0,0,0,5,5,0,552.03,0
India,Mozambique,2017,EXPIMP,Fuels,768183.38,739290.21,72.97,75.28,2.39,10.14,263.4,0,0,4,0,100,0,0,0,0,0,9.35,739280.86,2.5,2.5,4,100,0,0,0,2.5,2.5,0,739290.21,0
India,Malaysia,2017,EXPIMP,Fuels,1472508.54,1820219.24,26.55,20.45,2.91,19.69,62.66,2,0.11,30,46.67,53.33,0,0,5,0,0,174784.28,1645434.95,3.83,0.2,30,96.67,3.33,0,0,5,0,0,232193.03,1588026.21
India,North America,2017,EXPIMP,Fuels,2237530.62,3908248.3,4.63,13.51,,,,3.64,2.4,62,98.39,1.61,0,0,5,0,0,3440062.75,468185.55,3.52,2.4,47,97.87,2.13,0,0,5,0,0,3440062.75,468185.55
India,Namibia,2017,EXPIMP,Fuels,22354.43,176.28,33.01,0.29,5.96,-9.73,0.42,,,,,,,,,,0,176.28,0,,,,,,,,,,0,176.28,0
India,Niger,2017,EXPIMP,Fuels,109.17,19464.09,0.09,99.42,3.32,29.25,11.72,2.5,2.5,1,100,0,0,0,2.5,2.5,0,19464.09,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,19464.09,0
India,Norfolk Island,2017,EXPIMP,Fuels,0,67.72,,35.91,,,,,,,,,,,,,0,67.72,0,,,,,,,,,,0,67.72,0
India,Nigeria,2017,EXPIMP,Fuels,33084.93,8154438.7,1.6,97.74,0.15,-6.79,53.37,2.5,0.28,4,75,25,0,0,5,0,0,905136.16,7249302.54,2.5,0.28,4,75,25,0,0,5,0,0,905136.16,7249302.54
India,Netherlands,2017,EXPIMP,Fuels,1469849.73,137181.36,27.06,5.92,1.01,11.71,4,2.73,1.4,19,94.74,5.26,0,0,5,0,0,80693.8,56487.56,2.73,1.4,19,94.74,5.26,0,0,5,0,0,80693.8,56487.56
India,Norway,2017,EXPIMP,Fuels,0.35,60814.95,0,8.38,0,21.72,-85.78,3,2.98,9,88.89,11.11,0,0,5,0,0,60814.69,0.26,3,2.98,9,88.89,11.11,0,0,5,0,0,60814.69,0.26
India,New Zealand,2017,EXPIMP,Fuels,1782.82,116996.45,0.54,19.14,0.05,11.1,-4.05,3.75,2.5,5,100,0,0,0,5,2.5,0,116996.45,0,3.75,2.5,5,100,0,0,0,5,2.5,0,116996.45,0
India,"Other Asia, nes",2017,EXPIMP,Fuels,495637.52,44036.82,23.03,1.21,2.41,12.74,14.64,,,,,,,,,,,,,,,,,,,,,,,,
India,Oman,2017,EXPIMP,Fuels,1263364.97,1806305.79,43.85,58.73,4.68,-10.05,-1.99,2.5,0.57,5,80,20,0,0,5,0,0,405082.21,1401223.58,2.5,0.57,5,80,20,0,0,5,0,0,405082.21,1401223.58
India,Pakistan,2017,EXPIMP,Fuels,20430.43,83943.83,1.14,17.89,0.05,19.96,6.86,5,5,4,100,0,0,0,5,5,0,83943.83,0,5,5,4,100,0,0,0,5,5,0,83943.83,0
India,Panama,2017,EXPIMP,Fuels,315.05,34.5,0.13,0.03,0.02,"4,255.58",901.51,,,,,,,,,,0,34.5,0,,,,,,,,,,0,34.5,0
India,Philippines,2017,EXPIMP,Fuels,145118.61,19114.48,9.16,2.69,1.71,16.88,21.12,1.67,0,9,55.56,44.44,0,0,5,0,0,8.47,19106.01,2.5,2.5,9,88.89,11.11,0,0,5,0,0,19114.24,0.24
India,Palau,2017,EXPIMP,Fuels,0,6.29,,0.82,,,,,,,,,,,,,0,6.29,0,,,,,,,,,,0,6.29,0
India,Poland,2017,EXPIMP,Fuels,1411.8,215716.71,0.1,28.73,0.01,17.08,2.95,5,5,12,100,0,0,0,5,5,0,215716.71,0,5,5,12,100,0,0,0,5,5,0,215716.71,0
India,"Korea, Dem. Rep.",2017,EXPIMP,Fuels,16500.29,454.82,27.78,1.28,,,,2.5,2.5,1,100,0,0,0,2.5,2.5,0,454.82,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,454.82,0
India,Portugal,2017,EXPIMP,Fuels,50.65,13647.97,0.01,7.48,0,15.85,3.46,2.5,2.5,2,100,0,0,0,2.5,2.5,0,13647.97,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,13647.97,0
India,Qatar,2017,EXPIMP,Fuels,51879.24,7025130.23,4.39,86.73,1.21,23.89,25.33,2.5,2.08,6,83.33,16.67,0,0,5,0,0,5679925.39,1345204.84,2.5,2.08,6,83.33,16.67,0,0,5,0,0,5679925.39,1345204.84
India,Romania,2017,EXPIMP,Fuels,460.04,7.22,0.13,0,0.02,15.86,-1,,,,,,,,,,0,7.22,0,,,,,,,,,,0,7.22,0
India,Russian Federation,2017,EXPIMP,Fuels,6084.01,1990067.67,0.28,24.94,0.28,16.25,0.44,2.81,0.78,18,94.44,5.56,0,0,5,0,0,680749.83,1309317.84,2.81,0.78,18,94.44,5.56,0,0,5,0,0,680749.83,1309317.84
India,South Asia,2017,EXPIMP,Fuels,2523436.52,157879.47,12.5,5.71,,,,0.56,0,13,30.77,69.23,0,0,5,0,0,105278.65,52600.82,4.29,2.84,12,91.67,0,7.69,0,5,2.5,34729.94,157879.47,0
India,Saudi Arabia,2017,EXPIMP,Fuels,426519.9,16806771.51,8.17,79.7,0.75,31.67,-5.73,3.06,0.38,15,93.33,6.67,0,0,5,0,0,2462206.53,14344564.98,3.06,0.38,15,93.33,6.67,0,0,5,0,0,2462206.53,14344564.98
India,Singapore,2017,EXPIMP,Fuels,6845361.2,491475.25,59.22,6.79,2.59,19.08,20.79,2.14,0.3,12,58.33,41.67,0,0,5,0,0,460632.87,30842.38,3.57,2.65,12,91.67,8.33,0,0,5,0,0,491472.51,2.74
India,Somalia,2017,EXPIMP,Fuels,141.44,327.72,0.03,8.49,,,,0,0,4,0,100,0,0,0,0,0,0,327.72,5,5,4,100,0,0,0,5,5,0,327.72,0
India,South Sudan,2017,EXPIMP,Fuels,321.56,59790.55,5.45,89.11,,,,0,0,1,0,100,0,0,0,0,0,0,59790.55,0,0,1,0,100,0,0,0,0,0,0,59790.55
India,Sub-Saharan Africa,2017,EXPIMP,Fuels,3703568.51,16263833.78,19.18,50.61,,,,1.7,0.66,45,57.78,42.22,0,0,5,0,0,4303723.31,11960110.47,3.41,0.77,23,95.65,4.35,0,0,5,0,0,5043331.9,11220501.88
India,Sudan,2017,EXPIMP,Fuels,2031.75,340295.8,0.24,71.35,0.73,11.03,342.2,0,0,1,0,100,0,0,0,0,0,0.05,340295.75,0,0,1,0,100,0,0,0,0,0,0.05,340295.75
India,Slovak Republic,2017,EXPIMP,Fuels,0.21,23.86,0,0.03,0,,,5,5,2,100,0,0,0,5,5,0,23.86,0,5,5,2,100,0,0,0,5,5,0,23.86,0
India,Sweden,2017,EXPIMP,Fuels,98.01,28063.76,0.01,2.01,0,11.42,13.39,3.75,2.5,3,100,0,0,0,5,2.5,0,28063.76,0,3.75,2.5,3,100,0,0,0,5,2.5,0,28063.76,0
India,Eswatini,2017,EXPIMP,Fuels,0,0.06,,0,1.23,3.83,9.36,,,,,,,,,,0,0.06,0,,,,,,,,,,0,0.06,0
India,Chad,2017,EXPIMP,Fuels,105.19,78893.84,0.4,90.77,,,,0,0,1,0,100,0,0,0,0,0,0,78893.84,0,0,1,0,100,0,0,0,0,0,0,78893.84
India,Togo,2017,EXPIMP,Fuels,187607.79,1.91,46.87,0,0.85,1.8,-27.44,,,,,,,,,,0,1.91,0,,,,,,,,,,0,1.91,0
India,Thailand,2017,EXPIMP,Fuels,88887.97,37814.85,2.48,0.59,0.21,12.06,62.56,0.68,1.17,18,33.33,66.67,0,0,5,0,0,12741.66,25073.19,3.18,3.09,18,100,0,0,0,5,2.5,0,37814.85,0
India,Trinidad and Tobago,2017,EXPIMP,Fuels,297.58,82933.11,0.32,80.14,0,-10.69,-52.48,2.5,2.5,1,100,0,0,0,2.5,2.5,0,82933.11,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,82933.11,0
India,Tunisia,2017,EXPIMP,Fuels,727.77,44.82,0.27,0.04,0.02,11.76,53.1,,,,,,,,,,0,44.82,0,,,,,,,,,,0,44.82,0
India,Turkey,2017,EXPIMP,Fuels,1239228.62,211204.03,25.18,18.91,1.91,17.09,1.13,2.5,0.42,5,80,20,0,0,5,0,0,32116.78,179087.25,2.5,0.42,5,80,20,0,0,5,0,0,32116.78,179087.25
India,Tanzania,2017,EXPIMP,Fuels,664381.38,73.23,42.37,0.01,1.88,3.27,-24.72,,,,,,,,,,0,73.23,0,,,,,,,,,,0,73.23,0
India,Ukraine,2017,EXPIMP,Fuels,1534.56,15889.11,0.46,0.57,0.31,21.34,31.66,3.75,4.68,6,100,0,0,0,5,2.5,0,15889.11,0,3.75,4.68,6,100,0,0,0,5,2.5,0,15889.11,0
India,Unspecified,2017,EXPIMP,Fuels,1879864.35,261383.61,92.85,3.03,,,,3.33,0.05,13,92.31,7.69,0,0,5,0,0,18037.29,243346.32,3.33,0.05,13,92.31,7.69,0,0,5,0,0,18037.29,243346.32
India,United States,2017,EXPIMP,Fuels,2235054.12,3264039.1,4.86,13.55,0.64,11.83,4.84,3.52,2.38,47,97.87,2.13,0,0,5,0,0,2795853.55,468185.55,3.52,2.38,47,97.87,2.13,0,0,5,0,0,2795853.55,468185.55
India,Venezuela,2017,EXPIMP,Fuels,0,5891287.47,,99.88,,,,0,0,1,0,100,0,0,0,0,0,24.39,5891263.08,0,0,1,0,100,0,0,0,0,0,24.39,5891263.08
India,Vietnam,2017,EXPIMP,Fuels,18525.46,18862.32,0.23,0.46,0.09,19.41,22.67,0,0,6,0,100,0,0,0,0,0,373.86,18488.46,3.75,2.5,6,100,0,0,0,5,2.5,0,18862.32,0
India, World,2017,EXPIMP,Fuels,35873711.76,123108161.1,12.19,27.72,0.86,14.37,15.82,2.88,0.69,834,84.29,15.71,0,0,5,0,0,33955213.84,89152947.25,4.3,0.84,77,96.1,2.6,0.12,0,10,0,34729.94,41006234.46,82101926.63
India,Yemen,2017,EXPIMP,Fuels,14806.27,71022.62,2.89,90.11,,,,0,0,5,0,100,0,0,0,0,0,0,71022.62,2.5,0,5,80,20,0,0,5,0,0,30.03,70992.59
India,South Africa,2017,EXPIMP,Fuels,1042242.16,2730809.49,25.59,39.66,1.6,10.16,14.35,3.06,2.45,17,94.12,5.88,0,0,5,0,0,2668539.11,62270.38,3.06,2.45,17,94.12,5.88,0,0,5,0,0,2668539.11,62270.38
