Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
India,Equatorial Guinea,2014,EXPIMP,Fuels,0,713740.92,,99.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Greece,2014,EXPIMP,Fuels,614.96,1066.14,0.17,0.81,0.42,-3.25,-22.86,,,,,,,,,,,,,,,,,,,,,,,,
India,"Hong Kong, China",2014,EXPIMP,Fuels,12165.37,1664.83,0.09,0.03,0,-5.71,-91.9,,,,,,,,,,,,,,,,,,,,,,,,
India,Croatia,2014,EXPIMP,Fuels,77.4,0.52,0.04,0,0,-5.36,1.22,,,,,,,,,,,,,,,,,,,,,,,,
India,Hungary,2014,EXPIMP,Fuels,0.08,116.11,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Indonesia,2014,EXPIMP,Fuels,999180,7378940.69,22.48,48.59,0.41,-1.77,37,,,,,,,,,,,,,,,,,,,,,,,,
India,Ireland,2014,EXPIMP,Fuels,385.67,8.67,0.05,0,0,-3,"1,699.53",,,,,,,,,,,,,,,,,,,,,,,,
India,"Iran, Islamic Rep.",2014,EXPIMP,Fuels,53518.95,9655887.23,1.22,85.86,2.29,-5.33,127.16,,,,,,,,,,,,,,,,,,,,,,,,
India,Iraq,2014,EXPIMP,Fuels,37693.67,15995080.14,4.79,99.53,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Israel,2014,EXPIMP,Fuels,1280473.81,3834.28,35.75,0.17,0.01,-6.37,11.3,,,,,,,,,,,,,,,,,,,,,,,,
India,Italy,2014,EXPIMP,Fuels,699229.36,43887.96,12.84,1.01,0.71,-9.99,-1.43,,,,,,,,,,,,,,,,,,,,,,,,
India,Jordan,2014,EXPIMP,Fuels,679327.92,0.93,42.11,0,2.22,5.78,6.73,,,,,,,,,,,,,,,,,,,,,,,,
India,Japan,2014,EXPIMP,Fuels,2082429.16,210362.73,36.17,2.11,1.22,-3.52,-0.6,,,,,,,,,,,,,,,,,,,,,,,,
India,Kazakhstan,2014,EXPIMP,Fuels,124.77,793045.9,0.05,85.74,0,-34.9,73.88,,,,,,,,,,,,,,,,,,,,,,,,
India,"Korea, Rep.",2014,EXPIMP,Fuels,1655756.99,964780.38,34.53,7.18,1.03,-1.31,-16.51,,,,,,,,,,,,,,,,,,,,,,,,
India,Kuwait,2014,EXPIMP,Fuels,11459.38,13799995.85,0.97,91.78,1.22,-0.24,18.48,,,,,,,,,,,,,,,,,,,,,,,,
India,Lebanon,2014,EXPIMP,Fuels,278.99,1.75,0.09,0,0,-2.58,-62.32,,,,,,,,,,,,,,,,,,,,,,,,
India,Liberia,2014,EXPIMP,Fuels,1336.11,12.83,0.51,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Libya,2014,EXPIMP,Fuels,216.14,56172.96,0.11,77.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Latin America & Caribbean,2014,EXPIMP,Fuels,4444940.08,24046632.48,28.75,71.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Sri Lanka,2014,EXPIMP,Fuels,649745.72,124.19,10.1,0.02,0.74,2.33,22.6,,,,,,,,,,,,,,,,,,,,,,,,
India,Lithuania,2014,EXPIMP,Fuels,36.08,34.88,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Luxembourg,2014,EXPIMP,Fuels,0,0.06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Latvia,2014,EXPIMP,Fuels,196.62,984.3,0.19,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maldives,2014,EXPIMP,Fuels,14279.73,82.34,10.23,1.84,0.01,6.51,-58.5,,,,,,,,,,,,,,,,,,,,,,,,
India,Middle East & North Africa,2014,EXPIMP,Fuels,18943056.28,100735564.1,27.33,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Mexico,2014,EXPIMP,Fuels,353.99,2742260.11,0.01,79.59,0.08,0.48,-62.78,,,,,,,,,,,,,,,,,,,,,,,,
India,Marshall Islands,2014,EXPIMP,Fuels,267.74,1.65,70.19,22.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Malta,2014,EXPIMP,Fuels,279711.07,2.35,68.89,0.01,0,7.07,-55.5,,,,,,,,,,,,,,,,,,,,,,,,
India,Myanmar,2014,EXPIMP,Fuels,3752.2,0.54,0.43,0,0.05,25.52,209.54,,,,,,,,,,,,,,,,,,,,,,,,
India,Mongolia,2014,EXPIMP,Fuels,0,121.81,,3.34,0,-8.66,-88.71,,,,,,,,,,,,,,,,,,,,,,,,
India,Mozambique,2014,EXPIMP,Fuels,1497959.67,235682.1,76.51,71.73,0.06,-24.22,-68.15,,,,,,,,,,,,,,,,,,,,,,,,
India,Mauritania,2014,EXPIMP,Fuels,248.33,39.6,0.42,0.13,0.01,-3.21,-58.24,,,,,,,,,,,,,,,,,,,,,,,,
India,Mauritius,2014,EXPIMP,Fuels,1146643.32,1.13,76.22,0.01,3.52,-4.3,-9.43,,,,,,,,,,,,,,,,,,,,,,,,
India,Malaysia,2014,EXPIMP,Fuels,1076033.27,2771660.05,23.18,25.36,1.48,2.67,-12.82,,,,,,,,,,,,,,,,,,,,,,,,
India,North America,2014,EXPIMP,Fuels,4518346.72,2055119.38,10.07,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Namibia,2014,EXPIMP,Fuels,25601.19,34.27,21.97,0.11,7.47,-15.3,117.35,,,,,,,,,,,,,,,,,,,,,,,,
India,Nigeria,2014,EXPIMP,Fuels,35757.16,15500787.96,1.25,98.96,0.15,-8.06,21.99,,,,,,,,,,,,,,,,,,,,,,,,
India,Nicaragua,2014,EXPIMP,Fuels,0,810.22,,40.93,0,-1.24,-13.95,,,,,,,,,,,,,,,,,,,,,,,,
India,Netherlands,2014,EXPIMP,Fuels,2819087.01,554814.73,41.69,19.94,0.39,-6.52,-64.67,,,,,,,,,,,,,,,,,,,,,,,,
India,Norway,2014,EXPIMP,Fuels,69.52,65847.11,0.03,7.79,0,-13.54,-96.75,,,,,,,,,,,,,,,,,,,,,,,,
India,New Zealand,2014,EXPIMP,Fuels,2800.99,123575.76,0.87,20.65,0.05,-2.39,11.61,,,,,,,,,,,,,,,,,,,,,,,,
India,"Other Asia, nes",2014,EXPIMP,Fuels,823516.86,47030.54,39.51,1.16,1.7,-2.55,-12.31,,,,,,,,,,,,,,,,,,,,,,,,
India,Oman,2014,EXPIMP,Fuels,872195.56,747391.1,35.95,41.08,3.64,-50.38,-62.17,,,,,,,,,,,,,,,,,,,,,,,,
India,Pakistan,2014,EXPIMP,Fuels,37615.9,115925.51,1.73,21.88,0.06,-1.41,27.94,,,,,,,,,,,,,,,,,,,,,,,,
India,Panama,2014,EXPIMP,Fuels,155.84,43055.84,0.06,51.78,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Philippines,2014,EXPIMP,Fuels,123058.03,407.04,8.56,0.1,0.64,0.12,143.58,,,,,,,,,,,,,,,,,,,,,,,,
India,Poland,2014,EXPIMP,Fuels,1790.2,30850.74,0.16,4.9,0.01,-1.11,1.94,,,,,,,,,,,,,,,,,,,,,,,,
India,"Korea, Dem. Rep.",2014,EXPIMP,Fuels,13.43,265.95,0.02,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Portugal,2014,EXPIMP,Fuels,0,12401,,6.54,0.36,-4.39,"23,274.59",,,,,,,,,,,,,,,,,,,,,,,,
India,Qatar,2014,EXPIMP,Fuels,41448.23,15385475.36,3.27,92.77,1.19,10.16,15.08,,,,,,,,,,,,,,,,,,,,,,,,
India,Romania,2014,EXPIMP,Fuels,668.35,441.34,0.16,0.14,0.02,0.29,-92.8,,,,,,,,,,,,,,,,,,,,,,,,
India,Russian Federation,2014,EXPIMP,Fuels,8547.69,615175.18,0.39,14.62,0.24,5.32,8.77,,,,,,,,,,,,,,,,,,,,,,,,
India,South Asia,2014,EXPIMP,Fuels,2191555.96,117181.73,11.05,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Saudi Arabia,2014,EXPIMP,Fuels,7247446.05,27898482.33,55.48,85.31,0.99,8,-10.74,,,,,,,,,,,,,,,,,,,,,,,,
India,Senegal,2014,EXPIMP,Fuels,4341.69,10.49,0.91,0.01,0.04,-0.39,15.39,,,,,,,,,,,,,,,,,,,,,,,,
India,Singapore,2014,EXPIMP,Fuels,5009464.67,636313.33,51.77,9,2.12,-1.47,-5.98,,,,,,,,,,,,,,,,,,,,,,,,
India,Somalia,2014,EXPIMP,Fuels,735.91,32.72,0.22,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,South Sudan,2014,EXPIMP,Fuels,0,64377.27,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Sub-Saharan Africa,2014,EXPIMP,Fuels,10718595.83,26012328.13,37.71,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Sudan,2014,EXPIMP,Fuels,2840.92,573383.16,0.32,88.22,0.02,23.42,-72.67,,,,,,,,,,,,,,,,,,,,,,,,
India,Slovak Republic,2014,EXPIMP,Fuels,30.15,2.35,0.02,0,0,-9.57,-84.2,,,,,,,,,,,,,,,,,,,,,,,,
India,Sweden,2014,EXPIMP,Fuels,180.3,29033.41,0.02,1.67,0,-2.25,-18.98,,,,,,,,,,,,,,,,,,,,,,,,
India,Syrian Arab Republic,2014,EXPIMP,Fuels,2782.11,58001.93,1.28,66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Thailand,2014,EXPIMP,Fuels,67772.64,60409.33,1.97,1.06,0.2,-4.01,63.1,,,,,,,,,,,,,,,,,,,,,,,,
India,Trinidad and Tobago,2014,EXPIMP,Fuels,638.77,34931.06,0.6,94.37,0.01,-12.85,-92.04,,,,,,,,,,,,,,,,,,,,,,,,
India,Turkey,2014,EXPIMP,Fuels,1545084.04,635649.95,27.58,47.17,1.7,-1.37,-4.87,,,,,,,,,,,,,,,,,,,,,,,,
India,Tuvalu,2014,EXPIMP,Fuels,0,29.15,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Ukraine,2014,EXPIMP,Fuels,994.05,192118.82,0.24,8.75,0.01,-15.63,-2.2,,,,,,,,,,,,,,,,,,,,,,,,
India,United States Minor Outlying I,2014,EXPIMP,Fuels,0,13.82,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Unspecified,2014,EXPIMP,Fuels,812991.95,122197.54,34.71,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,United States,2014,EXPIMP,Fuels,4517718.12,1537849.17,10.58,7.52,0.68,-2.89,9.82,,,,,,,,,,,,,,,,,,,,,,,,
India,Uzbekistan,2014,EXPIMP,Fuels,3.18,1686.99,0,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Venezuela,2014,EXPIMP,Fuels,30.52,13132051.29,0.01,99.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Vietnam,2014,EXPIMP,Fuels,66676.46,7473.63,1.02,0.27,0.82,1.32,101.75,,,,,,,,,,,,,,,,,,,,,,,,
India, World,2014,EXPIMP,Fuels,62348538.85,176948969,19.63,38.52,0.82,-3.16,-8.47,,,,,,,,,,,,,,,,,,,,,,,,
India,Wallis and Futura Isl.,2014,EXPIMP,Fuels,0,1.28,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Yemen,2014,EXPIMP,Fuels,501624.58,382678.48,37.66,94.35,0.19,12.78,21.6,,,,,,,,,,,,,,,,,,,,,,,,
India,South Africa,2014,EXPIMP,Fuels,1957695.15,2308384.31,34.21,38.51,1.55,2.19,-4.62,,,,,,,,,,,,,,,,,,,,,,,,
India,"Congo, Dem. Rep.",2014,EXPIMP,Fuels,2799.74,65144.49,1.27,55.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
