Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
India,Brazil,2015,EXPIMP,Fuels,793147.98,1334495.23,25.59,32.49,2.39,-23.81,-31.91,3.54,0.01,16,87.5,12.5,0,0,5,0,0,4226.55,1330268.68,3.54,0.01,16,87.5,12.5,0,0,5,0,0,4226.55,1330268.68
India,Brunei,2015,EXPIMP,Fuels,0,603160.88,0,99.24,0,-26.27,-65.84,0,0,1,0,100,0,0,0,0,0,0,603160.88,0,0,1,0,100,0,0,0,0,0,0,603160.88
India,Bhutan,2015,EXPIMP,Fuels,92172.23,42644.85,24.56,21.87,,,,0,0,6,0,100,0,0,0,0,0,0,42644.85,6.25,4.2,6,83.33,0,16.67,0,10,2.5,42281.54,42644.85,0
India,Canada,2015,EXPIMP,Fuels,557.8,174901.66,0.03,4.55,0.95,-21.48,"1,175.49",4.94,2.51,35,94.29,5.71,0,0,10,0,0,174898.8,2.86,4.94,2.51,35,94.29,5.71,0,0,10,0,0,174898.8,2.86
India,Switzerland,2015,EXPIMP,Fuels,33135.84,162.68,3.57,0,,,,6.67,5.85,20,95,5,0,0,10,0,0,162.68,0,6.67,5.85,20,95,5,0,0,10,0,0,162.68,0
India,Chile,2015,EXPIMP,Fuels,1233.71,56256.42,0.19,2.61,0.02,-24.15,-5.17,3.33,2.51,8,100,0,0,0,5,2.5,0,56256.42,0,3.33,2.51,8,100,0,0,0,5,2.5,0,56256.42,0
India,China,2015,EXPIMP,Fuels,601962.21,712108.21,6.29,1.16,0.23,-20.82,28.28,5.52,6.75,57,96.49,3.51,0,0,10,0,0,649358.66,62749.55,5.52,6.75,57,96.49,3.51,0,0,10,0,0,649358.66,62749.55
India,Cote d'Ivoire,2015,EXPIMP,Fuels,41064.36,58510.15,10.65,10.25,0.17,-22.27,-1.52,0,0,1,0,100,0,0,0,0,0,0,58510.15,0,0,1,0,100,0,0,0,0,0,0,58510.15
India,Cameroon,2015,EXPIMP,Fuels,4939.98,665466.41,2.32,89.4,0.11,-24.05,-44.8,0,0,1,0,100,0,0,0,0,0,0,665466.41,0,0,1,0,100,0,0,0,0,0,0,665466.41
India,"Congo, Rep.",2015,EXPIMP,Fuels,310.48,144300.5,0.15,47.33,0.01,,,0,0,1,0,100,0,0,0,0,0,0,144300.5,0,0,1,0,100,0,0,0,0,0,0,144300.5
India,Colombia,2015,EXPIMP,Fuels,1949.63,364187.68,0.2,41.86,0.01,-17.6,-25.08,4.52,0.4,28,92.86,7.14,0,0,10,0,0,14756.94,349430.74,4.52,0.4,28,92.86,7.14,0,0,10,0,0,14756.94,349430.74
India,Curaçao,2015,EXPIMP,Fuels,72.93,70.17,0.19,0.48,,,,4.17,4.17,9,88.89,11.11,0,0,5,0,0,70.17,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,70.17,0
India,Czech Republic,2015,EXPIMP,Fuels,0,1926.05,,0.37,0,-14.47,-13.36,7.74,8.6,18,94.44,5.56,0,0,10,0,0,1926.05,0,7.74,8.6,18,94.44,5.56,0,0,10,0,0,1926.05,0
India,Germany,2015,EXPIMP,Fuels,6847.71,29319.35,0.1,0.25,0.03,-18.73,136.27,6.2,4.46,40,97.5,2.5,0,0,10,0,0,29319.35,0,6.2,4.46,40,97.5,2.5,0,0,10,0,0,29319.35,0
India,Djibouti,2015,EXPIMP,Fuels,18962.36,0.85,9.29,0.05,,,,0,0,1,0,100,0,0,0,0,0,0,0.85,5,5,1,100,0,0,0,5,5,0,0.85,0
India,Denmark,2015,EXPIMP,Fuels,121.53,5874.41,0.02,1.43,0,-19.41,-97.56,5.83,5.02,19,94.74,5.26,0,0,10,0,0,5874.41,0,5.83,5.02,19,94.74,5.26,0,0,10,0,0,5874.41,0
India,Algeria,2015,EXPIMP,Fuels,1795.14,254158.19,0.21,87.83,0.04,-9.25,-26.06,2.29,0.59,12,83.33,16.67,0,0,5,0,0,38663.08,215495.11,2.29,0.59,12,83.33,16.67,0,0,5,0,0,38663.08,215495.11
India,East Asia & Pacific,2015,EXPIMP,Fuels,7371707.88,15876910.8,12.25,11.17,,,,4.91,2.63,361,94.18,5.82,0,0,10,0,0,13387451.48,2489459.31,5.56,2.63,64,96.88,3.13,0,0,10,0,0,13387451.82,2489458.97
India,Europe & Central Asia,2015,EXPIMP,Fuels,3336122.55,1559022.36,6.3,2.11,,,,5.28,2.49,496,94.76,5.24,0,0,10,0,0,927420.65,631601.72,5.73,2.49,64,96.88,3.13,0,0,10,0,0,927420.65,631601.72
India,Ecuador,2015,EXPIMP,Fuels,598.71,504744.56,0.35,78.73,2.29,-20.77,82.28,2.5,0,6,83.33,16.67,0,0,5,0,0,1.43,504743.13,2.5,0,6,83.33,16.67,0,0,5,0,0,1.43,504743.13
India,"Egypt, Arab Rep.",2015,EXPIMP,Fuels,113032.31,1090927.02,4.79,74.69,0.33,9.18,-28.38,4.63,0.57,28,92.86,7.14,0,0,10,0,0,122894.51,968032.51,4.63,0.57,28,92.86,7.14,0,0,10,0,0,122894.51,968032.51
India,Spain,2015,EXPIMP,Fuels,101447.22,162447.12,3.22,8.45,0.15,-23.26,3.97,4.31,4.22,36,97.22,2.78,0,0,5,0,0,162447.12,0,4.31,4.22,36,97.22,2.78,0,0,5,0,0,162447.12,0
India,Estonia,2015,EXPIMP,Fuels,0,7.07,,0,0,-18.67,-95.49,10,10,2,100,0,0,0,10,10,0,7.07,0,10,10,2,100,0,0,0,10,10,0,7.07,0
India,Finland,2015,EXPIMP,Fuels,313.72,1035.62,0.13,0.1,0.01,-27.77,-93.75,4.17,4.17,9,88.89,11.11,0,0,5,0,0,1035.62,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,1035.62,0
India,France,2015,EXPIMP,Fuels,785045.52,19939.15,16.29,0.62,1.59,-21.27,-15.91,5.6,4.18,26,96.15,3.85,0,0,10,0,0,19939.15,0,5.6,4.18,26,96.15,3.85,0,0,10,0,0,19939.15,0
India,Gabon,2015,EXPIMP,Fuels,0,41693.47,,35.85,,,,2.5,0,2,50,50,0,0,5,0,0,1.62,41691.86,2.5,0,2,50,50,0,0,5,0,0,1.62,41691.86
India,United Kingdom,2015,EXPIMP,Fuels,14130.28,32575.19,0.16,0.61,0.46,-20.69,-42.88,5.53,2.72,52,98.08,1.92,0,0,10,0,0,32575.19,0,5.53,2.72,52,98.08,1.92,0,0,10,0,0,32575.19,0
India,Guinea,2015,EXPIMP,Fuels,1147.48,129234.56,0.42,27.33,0.01,-36.26,-24.64,0,0,2,0,100,0,0,0,0,0,0,129234.56,2.5,1.28,2,50,50,0,0,5,0,0,33092.67,96141.89
India,Equatorial Guinea,2015,EXPIMP,Fuels,0,416119.91,,99.08,,,,0,0,2,0,100,0,0,0,0,0,0,416119.91,2.5,1.05,2,50,50,0,0,5,0,0,86982.49,329137.41
India,Greece,2015,EXPIMP,Fuels,311.94,886.58,0.1,0.77,0,-23.18,-92.34,4.58,4.17,11,90.91,9.09,0,0,5,0,0,886.58,0,4.58,4.17,11,90.91,9.09,0,0,5,0,0,886.58,0
India,"Hong Kong, China",2015,EXPIMP,Fuels,26181.88,1701.74,0.22,0.03,0,-12.3,-29.86,4.17,4.17,16,93.75,6.25,0,0,5,0,0,1701.75,0,4.17,4.17,16,93.75,6.25,0,0,5,0,0,1701.75,0
India,Hungary,2015,EXPIMP,Fuels,2.72,157.32,0,0.06,,,,5,5,5,100,0,0,0,5,5,0,157.32,0,5,5,5,100,0,0,0,5,5,0,157.32,0
India,Indonesia,2015,EXPIMP,Fuels,477602.16,5663240.63,16.65,40.74,0.18,-24.5,-53.25,4.07,2.55,23,95.65,4.35,0,0,5,0,0,5663240.63,0,4.07,2.55,23,95.65,4.35,0,0,5,0,0,5663240.63,0
India,Ireland,2015,EXPIMP,Fuels,0.1,10.31,0,0,0,-18.81,-67.47,10,10,2,100,0,0,0,10,10,0,10.31,0,10,10,2,100,0,0,0,10,10,0,10.31,0
India,"Iran, Islamic Rep.",2015,EXPIMP,Fuels,44901.83,4351003.47,1.44,69.89,2.39,-28.58,-35.16,5.12,0.23,35,94.29,5.71,0,0,10,0,0,214411.95,4136591.52,5.12,0.23,35,94.29,5.71,0,0,10,0,0,214411.95,4136591.52
India,Iraq,2015,EXPIMP,Fuels,9554.84,11239106.37,0.84,99.46,,,,2.5,0,2,50,50,0,0,5,0,0,1.92,11239104.46,2.5,0,2,50,50,0,0,5,0,0,1.92,11239104.46
India,Iceland,2015,EXPIMP,Fuels,0,2371.05,,44.35,0.01,,,2.5,2.5,3,100,0,0,0,2.5,2.5,0,2371.05,0,2.5,2.5,3,100,0,0,0,2.5,2.5,0,2371.05,0
India,Israel,2015,EXPIMP,Fuels,868827.51,2981.21,29.78,0.14,0.02,-23.89,-5.49,3.33,2.75,22,90.91,9.09,0,0,5,0,0,2927.98,53.23,3.33,2.75,22,90.91,9.09,0,0,5,0,0,2927.98,53.23
India,Italy,2015,EXPIMP,Fuels,5949.06,9783.05,0.14,0.24,0.31,-17.75,-47.94,4.91,4.45,22,95.45,4.55,0,0,10,0,0,9783.05,0,4.91,4.45,22,95.45,4.55,0,0,10,0,0,9783.05,0
India,Jordan,2015,EXPIMP,Fuels,78253.08,7.56,14.62,0,1.36,-24.49,-58,5,5,1,100,0,0,0,5,5,0,7.56,0,5,5,1,100,0,0,0,5,5,0,7.56,0
India,Japan,2015,EXPIMP,Fuels,1017491.52,170747.5,22.46,1.77,1.28,-30.04,-31.67,5.54,2.41,37,94.59,5.41,0,0,10,0,0,65849.15,104898.35,5.54,2.41,37,94.59,5.41,0,0,10,0,0,65849.15,104898.35
India,Kazakhstan,2015,EXPIMP,Fuels,0,234319.62,,69.42,0,-14.85,-66.71,3.33,0.01,3,66.67,33.33,0,0,5,0,0,507.76,233811.87,3.33,0.01,3,66.67,33.33,0,0,5,0,0,507.76,233811.87
India,Kenya,2015,EXPIMP,Fuels,1722931.59,0.24,54.11,0,2.83,,,5,5,5,100,0,0,0,5,5,0,0.24,0,5,5,5,100,0,0,0,5,5,0,0.24,0
India,"Korea, Rep.",2015,EXPIMP,Fuels,546156.61,675896.61,15.13,5.16,0.89,-23.29,-29.97,5.35,3.62,31,93.55,6.45,0,0,10,0,0,565709.2,110187.41,5.35,3.62,31,93.55,6.45,0,0,10,0,0,565709.2,110187.41
India,Kuwait,2015,EXPIMP,Fuels,6696.99,5009695.21,0.55,84.58,0.78,-2.46,-18.91,4.35,0.22,23,91.3,8.7,0,0,10,0,0,435359.23,4574335.97,4.35,0.22,23,91.3,8.7,0,0,10,0,0,435359.23,4574335.97
India,Lebanon,2015,EXPIMP,Fuels,307.46,4.04,0.13,0.01,0.27,-9.97,581.65,5,5,1,100,0,0,0,5,5,0,4.04,0,5,5,1,100,0,0,0,5,5,0,4.04,0
India,Liberia,2015,EXPIMP,Fuels,943.82,45.92,0.59,0.06,,,,2.08,4.12,10,80,20,0,0,5,0,0,45.43,0.49,4.58,4.18,10,90,10,0,0,5,0,0,45.92,0
India,Libya,2015,EXPIMP,Fuels,228.11,156.17,0.19,1.69,,,,4.17,4.17,9,88.89,11.11,0,0,5,0,0,156.17,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,156.17,0
India,Latin America & Caribbean,2015,EXPIMP,Fuels,807434.66,10879097.94,7.39,50.23,,,,3.59,0.07,92,88.04,11.96,0,0,10,0,0,176410.92,10702687.02,4.35,0.07,30,93.33,6.67,0,0,10,0,0,176410.92,10702687.02
India,Sri Lanka,2015,EXPIMP,Fuels,790402.55,7118.82,14.37,0.84,0.96,-22.33,-7.4,4.72,4.93,16,93.75,6.25,0,0,5,0,0,7118.82,0,4.72,4.93,16,93.75,6.25,0,0,5,0,0,7118.82,0
India,Lithuania,2015,EXPIMP,Fuels,23.55,119.66,0.03,0.06,0,,,10,10,2,100,0,0,0,10,10,0,119.66,0,10,10,2,100,0,0,0,10,10,0,119.66,0
India,Luxembourg,2015,EXPIMP,Fuels,0,1.31,,0,,,,4.17,4.17,9,88.89,11.11,0,0,5,0,0,1.31,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,1.31,0
India,Latvia,2015,EXPIMP,Fuels,430.26,1501.54,0.52,2.42,0,,,6.25,8.28,3,100,0,0,0,10,2.5,0,1501.54,0,6.25,8.28,3,100,0,0,0,10,2.5,0,1501.54,0
India,Moldova,2015,EXPIMP,Fuels,0,3733.75,,74.74,0,,,2.5,2.5,3,100,0,0,0,2.5,2.5,0,3733.75,0,2.5,2.5,3,100,0,0,0,2.5,2.5,0,3733.75,0
India,Maldives,2015,EXPIMP,Fuels,3276.82,15.92,1.96,0.31,0.11,-28.92,275.29,4.17,4.17,9,88.89,11.11,0,0,5,0,0,15.92,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,15.92,0
India,Middle East & North Africa,2015,EXPIMP,Fuels,8377724.66,56226638.2,15.31,67.87,,,,4.25,0.88,280,90,10,0,0,10,0,0,12189857.54,44036780.67,5.28,0.89,50,96,4,0,0,10,0,0,12308617.8,43918020.41
India,Mexico,2015,EXPIMP,Fuels,252.34,1818964.45,0.01,66.7,0.02,-10.77,-56.86,2.08,0,10,80,20,0,0,5,0,0,4.69,1818959.76,2.08,0,10,80,20,0,0,5,0,0,4.69,1818959.76
India,Marshall Islands,2015,EXPIMP,Fuels,0,412.91,,97.42,,,,3.75,2.54,2,100,0,0,0,5,2.5,0,412.91,0,3.75,2.54,2,100,0,0,0,5,2.5,0,412.91,0
India,Malta,2015,EXPIMP,Fuels,226999.17,2.7,68.83,0.01,0.38,-25.65,"1,122.40",5,5,1,100,0,0,0,5,5,0,2.7,0,5,5,1,100,0,0,0,5,5,0,2.7,0
India,Mongolia,2015,EXPIMP,Fuels,0,88.14,,1.91,,,,5,5,4,100,0,0,0,5,5,0,88.14,0,5,5,4,100,0,0,0,5,5,0,88.14,0
India,Mozambique,2015,EXPIMP,Fuels,1084160.34,220789.85,73.42,59.71,0.01,-22.4,-75.87,0,0,3,0,100,0,0,0,0,0,0,220789.85,2.5,2.5,3,100,0,0,0,2.5,2.5,0,220789.85,0
India,Malaysia,2015,EXPIMP,Fuels,495252.82,1673017.01,10.12,17.5,1.48,-21.31,-16.07,4.64,0.67,38,94.74,5.26,0,0,10,0,0,242083.11,1430933.9,4.64,0.67,38,94.74,5.26,0,0,10,0,0,242083.11,1430933.9
India,North America,2015,EXPIMP,Fuels,2142933.65,1499753.96,5.05,6.17,,,,5.26,3.07,88,95.45,4.55,0,0,10,0,0,1484188.18,15565.78,5.57,3.07,56,96.43,3.57,0,0,10,0,0,1484188.18,15565.78
India,Namibia,2015,EXPIMP,Fuels,17101.25,96.46,24.93,0.78,4.1,44.74,10.59,4.58,4.84,10,90,10,0,0,5,0,0,96.46,0,4.58,4.84,10,90,10,0,0,5,0,0,96.46,0
India,Nigeria,2015,EXPIMP,Fuels,27254.61,10059687.87,1.19,98.3,0.1,-9.27,-25.82,2.5,0.4,2,50,50,0,0,5,0,0,812280.61,9247407.27,2.5,0.4,2,50,50,0,0,5,0,0,812280.61,9247407.27
India,Nicaragua,2015,EXPIMP,Fuels,0,67.84,,1.81,0.01,-14.22,30.76,4.17,4.17,9,88.89,11.11,0,0,5,0,0,67.84,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,67.84,0
India,Netherlands,2015,EXPIMP,Fuels,1291882.23,79682.81,26.49,4.12,1.08,-19.86,41.58,5.3,4.92,35,97.14,2.86,0,0,10,0,0,79682.81,0,5.3,4.92,35,97.14,2.86,0,0,10,0,0,79682.81,0
India,Norway,2015,EXPIMP,Fuels,0,27892.05,,3.38,0,-16.6,-31.94,4.79,4.63,16,93.75,6.25,0,0,5,0,0,27892.05,0,4.79,4.63,16,93.75,6.25,0,0,5,0,0,27892.05,0
India,New Zealand,2015,EXPIMP,Fuels,2410.87,90748.96,0.77,16.5,0.07,-24.51,-3.97,3.89,2.5,13,92.31,7.69,0,0,5,0,0,90748.96,0,3.89,2.5,13,92.31,7.69,0,0,5,0,0,90748.96,0
India,"Other Asia, nes",2015,EXPIMP,Fuels,318571.59,25411.41,21.7,0.72,1.75,-24.09,-26.74,,,,,,,,,,,,,,,,,,,,,,,,
India,Oman,2015,EXPIMP,Fuels,950707.67,571631.35,46.33,36.47,2.77,34.82,55.27,4.58,3.74,24,91.67,8.33,0,0,10,0,0,421403.95,150227.4,4.58,3.74,24,91.67,8.33,0,0,10,0,0,421403.95,150227.4
India,Pakistan,2015,EXPIMP,Fuels,16484.4,134394.92,0.84,29.45,0.05,-17.74,-25.89,3.83,4.04,19,89.47,10.53,0,0,5,0,0,113836.98,20557.94,3.83,4.04,19,89.47,10.53,0,0,5,0,0,113836.98,20557.94
India,Panama,2015,EXPIMP,Fuels,127.05,658.97,0.05,0.88,,,,4.58,4.2,10,90,10,0,0,5,0,0,658.97,0,4.58,4.2,10,90,10,0,0,5,0,0,658.97,0
India,Pitcairn,2015,EXPIMP,Fuels,0,5.72,,100,,,,5,5,1,100,0,0,0,5,5,0,5.72,0,5,5,1,100,0,0,0,5,5,0,5.72,0
India,Peru,2015,EXPIMP,Fuels,1712.27,23180.09,0.23,3.11,0.02,-19.05,-17.65,5,5,1,100,0,0,0,5,5,0,23180.09,0,5,5,1,100,0,0,0,5,5,0,23180.09,0
India,Philippines,2015,EXPIMP,Fuels,70920.23,11726.11,5.44,2.26,1.68,-21.89,40.27,4.72,4.96,16,93.75,6.25,0,0,5,0,0,11726.11,0,4.72,4.96,16,93.75,6.25,0,0,5,0,0,11726.11,0
India,Papua New Guinea,2015,EXPIMP,Fuels,49.9,28970.63,0.13,15.31,,,,4.72,5,11,90.91,9.09,0,0,5,0,0,28970.63,0,4.72,5,11,90.91,9.09,0,0,5,0,0,28970.63,0
India,Poland,2015,EXPIMP,Fuels,1096.33,54035.83,0.11,9.46,0.01,-21.93,-16.42,7.29,9.52,21,95.24,4.76,0,0,10,0,0,54035.83,0,7.29,9.52,21,95.24,4.76,0,0,10,0,0,54035.83,0
India,"Korea, Dem. Rep.",2015,EXPIMP,Fuels,51.73,1158.81,0.05,1.17,,,,3.89,3.98,15,93.33,6.67,0,0,5,0,0,1158.81,0,3.89,3.98,15,93.33,6.67,0,0,5,0,0,1158.81,0
India,Portugal,2015,EXPIMP,Fuels,26.39,1815.44,0,1.72,0,-19.2,-97.41,3.33,2.53,10,90,10,0,0,5,0,0,1815.44,0,3.33,2.53,10,90,10,0,0,5,0,0,1815.44,0
India,Qatar,2015,EXPIMP,Fuels,97303.53,8542291.32,10.04,88.64,0.24,3.74,-54.89,3.65,3.56,21,90.48,9.52,0,0,5,0,0,7026001.11,1516290.21,3.65,3.56,21,90.48,9.52,0,0,5,0,0,7026001.11,1516290.21
India,Russian Federation,2015,EXPIMP,Fuels,5848.89,408978.92,0.36,9.03,0.17,-13.97,-21.99,4.07,2.59,29,93.1,6.9,0,0,10,0,0,337765.8,71213.12,4.07,2.59,29,93.1,6.9,0,0,10,0,0,337765.8,71213.12
India,South Asia,2015,EXPIMP,Fuels,1798597.95,204226.25,10.42,6.92,,,,2.5,2.83,60,66.67,33.33,0,0,5,0,0,120971.73,83254.52,4.52,4.2,25,88,8,1.67,0,10,0,42281.54,183668.31,20557.94
India,Saudi Arabia,2015,EXPIMP,Fuels,1860772.17,16347779.35,26.69,76.56,1.47,-30.89,-18.35,3.33,0.27,21,90.48,9.52,0,0,5,0,0,1525070.89,14822708.46,3.33,0.27,21,90.48,9.52,0,0,5,0,0,1525070.89,14822708.46
India,Singapore,2015,EXPIMP,Fuels,2967465.59,807020.02,38.02,10.91,2.43,-24.57,-25.3,5.51,4.55,32,96.88,3.13,0,0,10,0,0,807020.02,0,5.51,4.55,32,96.88,3.13,0,0,10,0,0,807020.02,0
India,Solomon Islands,2015,EXPIMP,Fuels,0,0.35,,0,,,,0,0,1,0,100,0,0,0,0,0,0,0.35,5,5,1,100,0,0,0,5,5,0,0.35,0
India,Somalia,2015,EXPIMP,Fuels,16.29,106.45,0,0.65,,,,0,0,6,0,100,0,0,0,0,0,0,106.45,7.5,5.2,6,100,0,0,0,10,5,0,106.45,0
India,Sub-Saharan Africa,2015,EXPIMP,Fuels,5156746.52,17684752.95,24.86,57.76,,,,2.36,0.6,77,62.34,37.66,0,0,10,0,0,3241816.79,14442936.16,4.94,0.67,32,93.75,6.25,0,0,10,0,0,3583755.2,14100997.76
India,Sudan,2015,EXPIMP,Fuels,1153.99,61430.87,0.14,32.83,0.11,-62.39,-14.95,2.5,0,2,50,50,0,0,5,0,0,0.61,61430.26,2.5,0,2,50,50,0,0,5,0,0,0.61,61430.26
India,Slovak Republic,2015,EXPIMP,Fuels,0,2.24,,0,,,,5,5,2,100,0,0,0,5,5,0,2.24,0,5,5,2,100,0,0,0,5,5,0,2.24,0
India,Sweden,2015,EXPIMP,Fuels,141.71,22256.4,0.02,1.41,0,-21.54,-24.75,4.17,4.15,16,93.75,6.25,0,0,5,0,0,22256.4,0,4.17,4.15,16,93.75,6.25,0,0,5,0,0,22256.4,0
India,Chad,2015,EXPIMP,Fuels,6.42,359649.92,0.01,97.42,,,,0,0,4,0,100,0,0,0,0,0,0,359649.92,1.25,0.01,4,75,25,0,0,2.5,0,0,966.46,358683.46
India,Togo,2015,EXPIMP,Fuels,205512.63,65478.36,45.16,25.46,1.09,-19.51,67.86,0,0,1,0,100,0,0,0,0,0,0,65478.36,0,0,1,0,100,0,0,0,0,0,0,65478.36
India,Thailand,2015,EXPIMP,Fuels,47155.91,38938.15,1.51,0.69,0.04,-20.63,-65.25,5.17,7.6,25,96,4,0,0,10,0,0,38938.15,0,5.17,7.6,25,96,4,0,0,10,0,0,38938.15,0
India,Turkmenistan,2015,EXPIMP,Fuels,0,39501.25,,82.66,,,,0,0,1,0,100,0,0,0,0,0,0,39501.25,0,0,1,0,100,0,0,0,0,0,0,39501.25
India,Trinidad and Tobago,2015,EXPIMP,Fuels,90.76,77257.21,0.08,92.43,0,-26.57,-54.82,5,5,1,100,0,0,0,5,5,0,77257.21,0,5,5,1,100,0,0,0,5,5,0,77257.21,0
India,Tunisia,2015,EXPIMP,Fuels,280.4,0.26,0.13,0,0.01,-20.39,-13.25,5,5,1,100,0,0,0,5,5,0,0.26,0,5,5,1,100,0,0,0,5,5,0,0.26,0
India,Turkey,2015,EXPIMP,Fuels,1053074.29,229145.96,23.74,23.16,1.68,-17.05,-21.19,4.91,0.08,25,92,8,0,0,10,0,0,4008.76,225137.2,4.91,0.08,25,92,8,0,0,10,0,0,4008.76,225137.2
India,Ukraine,2015,EXPIMP,Fuels,883.58,9155.8,0.35,0.51,0.01,-15.15,-12.6,4.83,2.96,17,94.12,5.88,0,0,10,0,0,9155.8,0,4.83,2.96,17,94.12,5.88,0,0,10,0,0,9155.8,0
India,Unspecified,2015,EXPIMP,Fuels,1062227.19,628316.21,56.62,7.39,,,,3.52,1.08,20,90,10,0,0,5,0,0,246965.99,381350.22,3.52,1.08,20,90,10,0,0,5,0,0,246965.99,381350.22
India,United States,2015,EXPIMP,Fuels,2142375.85,1324852.3,5.31,6.47,0.69,-25.15,-23.13,5.43,3.15,53,96.23,3.77,0,0,10,0,0,1309289.38,15562.93,5.43,3.15,53,96.23,3.77,0,0,10,0,0,1309289.38,15562.93
