Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
India,Bangladesh,2012,EXPIMP,Fuels,97078.28,20483.6,1.97,3.61,0.2,1.42,14.87,5,5,6,100,0,0,0,5,5,0,17939.15,0,5,5,6,100,0,0,0,5,5,0,17939.15,0
India,Bulgaria,2012,EXPIMP,Fuels,424.76,46.97,0.3,0.06,0.02,4.32,15.84,5,5,5,100,0,0,0,5,5,0,26.04,0,5,5,5,100,0,0,0,5,5,0,26.04,0
India,Bahrain,2012,EXPIMP,Fuels,97294.93,528770.61,15.9,58.05,0.79,-28.4,433.25,4.17,2.11,23,91.3,8.7,0,0,5,0,0,170947.77,197038.89,4.17,2.11,23,91.3,8.7,0,0,5,0,0,170947.77,197038.89
India,Bosnia and Herzegovina,2012,EXPIMP,Fuels,13.58,14293.15,0.22,66.41,0,-6.99,30.7,,,,,,,,,,,,,,,,,,,,,,,,
India,Brazil,2012,EXPIMP,Fuels,3427085.61,3518730.13,55.61,65.23,2.33,-1.95,-19.75,6.15,0,21,90.48,9.52,0,0,10,0,0,592.4,1787753.89,6.15,0,21,90.48,9.52,0,0,10,0,0,592.4,1787753.89
India,Brunei,2012,EXPIMP,Fuels,40.56,932827.86,0.12,99.32,0.01,9.22,-11.64,2.5,0.3,2,50,50,0,0,5,0,0,46295.76,717851.81,2.5,0.3,2,50,50,0,0,5,0,0,46295.76,717851.81
India,Bhutan,2012,EXPIMP,Fuels,40795.4,70.62,23.89,0.04,1.27,7.04,7.04,5.83,9.74,5,60,40,0,0,10,0,0,426.61,0,5.83,9.74,5,60,40,0,0,10,0,0,426.61,0
India,Canada,2012,EXPIMP,Fuels,1319.04,322775.08,0.07,12.6,0.36,-1.72,11.45,5.76,1.76,35,91.43,8.57,0,0,10,0,0,175927.48,0,5.76,1.76,35,91.43,8.57,0,0,10,0,0,175927.48,0
India,Switzerland,2012,EXPIMP,Fuels,81421.14,131.22,6.96,0,0,3.3,-40.57,5.83,4.22,21,95.24,4.76,0,0,10,0,0,327.54,0,5.83,4.22,21,95.24,4.76,0,0,10,0,0,327.54,0
India,Chile,2012,EXPIMP,Fuels,1033.44,11765.59,0.16,0.47,0.01,-0.54,30.62,2.08,1.87,4,50,50,0,0,5,0,0,69383,0,2.08,1.87,4,50,50,0,0,5,0,0,69383,0
India,China,2012,EXPIMP,Fuels,341551.35,827698.63,2.32,1.53,0.13,6.55,114.38,5.87,7.44,49,93.88,6.12,0,0,10,0,0,553753.17,0,5.87,7.44,49,93.88,6.12,0,0,10,0,0,553753.17,0
India,Cote d'Ivoire,2012,EXPIMP,Fuels,6586.5,70265.57,1.56,15.89,0.06,25.47,13.74,,,,,,,,,,,,,,,,,,,,,,,,
India,Cameroon,2012,EXPIMP,Fuels,12830,462645.29,5.34,92.04,0.29,260.51,-13.01,0,0,1,0,100,0,0,0,0,0,0,257481.28,0,0,1,0,100,0,0,0,0,0,0,257481.28
India,"Congo, Rep.",2012,EXPIMP,Fuels,156.32,569881.74,0.07,91.04,,,,5,5,4,100,0,0,0,5,5,0,274.06,0,5,5,4,100,0,0,0,5,5,0,274.06,0
India,Colombia,2012,EXPIMP,Fuels,1693.51,1157397.15,0.18,93.1,0.28,21.2,611.52,3.96,0.21,18,77.78,22.22,0,0,10,0,0,99355.07,4059591.59,3.96,0.21,18,77.78,22.22,0,0,10,0,0,99355.07,4059591.59
India,Cape Verde,2012,EXPIMP,Fuels,0,122.43,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Costa Rica,2012,EXPIMP,Fuels,657.47,745.16,0.85,0.34,0.11,0.59,-81.48,4.17,4.17,9,88.89,11.11,0,0,5,0,0,325.91,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,325.91,0
India,Curaçao,2012,EXPIMP,Fuels,57.89,285.37,0.1,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Cyprus,2012,EXPIMP,Fuels,0,4.2,,0.02,0.64,0.48,-14.41,5,5,1,100,0,0,0,5,5,0,1.37,0,5,5,1,100,0,0,0,5,5,0,1.37,0
India,Czech Republic,2012,EXPIMP,Fuels,0.04,4883.24,0,0.7,0,-2.94,-21.42,7.74,9.98,18,94.44,5.56,0,0,10,0,0,7221.25,0,7.74,9.98,18,94.44,5.56,0,0,10,0,0,7221.25,0
India,Germany,2012,EXPIMP,Fuels,6972.45,35591.38,0.1,0.24,0.04,-1.08,-34.53,6.92,4.81,48,97.92,2.08,0,0,10,0,0,24969.75,0,6.92,4.81,48,97.92,2.08,0,0,10,0,0,24969.75,0
India,Denmark,2012,EXPIMP,Fuels,67.09,4422.65,0.01,0.85,0.45,2.79,-9.09,7.29,9.97,17,94.12,5.88,0,0,10,0,0,7160.96,0,7.29,9.97,17,94.12,5.88,0,0,10,0,0,7160.96,0
India,Algeria,2012,EXPIMP,Fuels,1037.34,1054398.9,0.1,97.7,0.01,106.61,44.9,3.06,2.66,11,81.82,18.18,0,0,5,0,0,564010.05,330555.1,3.06,2.66,11,81.82,18.18,0,0,5,0,0,564010.05,330555.1
India,East Asia & Pacific,2012,EXPIMP,Fuels,14885008.63,18914153.16,20.45,13.1,,,,5.74,1.96,338,92.01,7.99,0,0,10,0,0,14263135.17,3161252.26,6.35,1.96,65,93.85,6.15,0,0,10,0,0,14263135.17,3161252.26
India,Europe & Central Asia,2012,EXPIMP,Fuels,8369971.97,3154438.03,14.68,3.35,,,,6.09,2.2,569,93.32,6.68,0,0,10,0,0,1003423.01,1796160.18,6.35,2.2,65,93.85,6.15,0,0,10,0,0,1003423.01,1796160.18
India,Ecuador,2012,EXPIMP,Fuels,801.74,713217.81,0.47,93.28,2.57,2.16,"1,974.96",0,0,1,0,100,0,0,0,0,0,0,307539.57,0,0,1,0,100,0,0,0,0,0,0,307539.57
India,"Egypt, Arab Rep.",2012,EXPIMP,Fuels,354090.05,2160152.15,12.52,81.42,0.44,18.63,32.95,4.9,0.6,21,90.48,9.52,0,0,10,0,0,242472.55,1801255.98,4.9,0.6,21,90.48,9.52,0,0,10,0,0,242472.55,1801255.98
India,Spain,2012,EXPIMP,Fuels,99965.78,107378.66,3.46,6.12,0.43,0.96,7.38,6.39,5.26,35,97.14,2.86,0,0,10,0,0,38371.77,0,6.39,5.26,35,97.14,2.86,0,0,10,0,0,38371.77,0
India,Estonia,2012,EXPIMP,Fuels,0,39.46,,0.01,0.04,2.25,-22.21,,,,,,,,,,,,,,,,,,,,,,,,
India,Finland,2012,EXPIMP,Fuels,859.21,2614.08,0.27,0.19,0.67,-4.17,-65.49,6.39,4.18,15,93.33,6.67,0,0,10,0,0,241.38,0,6.39,4.18,15,93.33,6.67,0,0,10,0,0,241.38,0
India,France,2012,EXPIMP,Fuels,1538610.99,23211.99,30.65,0.53,1.36,0.11,0.83,5.46,4.73,28,96.43,3.57,0,0,10,0,0,64073.97,0,5.46,4.73,28,96.43,3.57,0,0,10,0,0,64073.97,0
India,Gabon,2012,EXPIMP,Fuels,5.88,784106.53,0.01,92.03,,,,0,0,1,0,100,0,0,0,0,0,0,833671.76,0,0,1,0,100,0,0,0,0,0,0,833671.76
India,United Kingdom,2012,EXPIMP,Fuels,103325.55,58764.46,1.28,0.89,0.52,2.05,-2.74,5.83,2.66,46,93.48,6.52,0,0,10,0,0,46682.8,0,5.83,2.66,46,93.48,6.52,0,0,10,0,0,46682.8,0
India,Georgia,2012,EXPIMP,Fuels,108.96,5615.55,0.09,10.23,0,5.28,-20.49,,,,,,,,,,,,,,,,,,,,,,,,
India,Ghana,2012,EXPIMP,Fuels,4891.87,2160.27,0.65,0.77,0.14,-21.95,-10.43,,,,,,,,,,,,,,,,,,,,,,,,
India,Guinea,2012,EXPIMP,Fuels,112.53,182175.52,0.06,86.38,,,,0,0,1,0,100,0,0,0,0,0,0,513741.05,0,0,1,0,100,0,0,0,0,0,0,513741.05
India,Guinea-Bissau,2012,EXPIMP,Fuels,0,679.18,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Equatorial Guinea,2012,EXPIMP,Fuels,0,444435.46,,98.51,,,,0,0,1,0,100,0,0,0,0,0,0,494270.85,0,0,1,0,100,0,0,0,0,0,0,494270.85
India,Greece,2012,EXPIMP,Fuels,63089.67,1081.55,17.81,1.01,0.64,6.77,-56.62,4.58,4.17,11,90.91,9.09,0,0,5,0,0,4949.42,0,4.58,4.17,11,90.91,9.09,0,0,5,0,0,4949.42,0
India,"Hong Kong, China",2012,EXPIMP,Fuels,57308.96,5086.52,0.48,0.07,0.11,-1.21,682.34,4.86,4.33,18,94.44,5.56,0,0,5,0,0,1355.79,0,4.86,4.33,18,94.44,5.56,0,0,5,0,0,1355.79,0
India,Hungary,2012,EXPIMP,Fuels,0,3983.35,,1.35,0,,,5,5,5,100,0,0,0,5,5,0,166.07,0,5,5,5,100,0,0,0,5,5,0,166.07,0
India,Indonesia,2012,EXPIMP,Fuels,1571687.38,5634937.36,26.1,40.05,0.31,2.33,-7.7,4.05,1.73,24,87.5,12.5,0,0,5,0,0,6552561.64,0,4.05,1.73,24,87.5,12.5,0,0,5,0,0,6552561.64,0
India,Ireland,2012,EXPIMP,Fuels,29.53,68.8,0.01,0.02,0,-2.57,-69.47,6.39,4.18,16,93.75,6.25,0,0,10,0,0,9989.61,0,6.39,4.18,16,93.75,6.25,0,0,10,0,0,9989.61,0
India,"Iran, Islamic Rep.",2012,EXPIMP,Fuels,23325.55,11357342.87,0.91,85.08,,,,5.44,0.08,32,93.75,6.25,0,0,10,0,0,150392.93,7950794.6,5.44,0.08,32,93.75,6.25,0,0,10,0,0,150392.93,7950794.6
India,Iraq,2012,EXPIMP,Fuels,130814.28,19450139.8,10.31,99.65,,,,3.54,0.02,12,83.33,16.67,0,0,5,0,0,102257.02,20052488.45,3.54,0.02,12,83.33,16.67,0,0,5,0,0,102257.02,20052488.45
India,Israel,2012,EXPIMP,Fuels,1717967.25,25058.45,45.16,1.05,0.01,8.59,3.09,7.02,9.96,19,94.74,5.26,0,0,10,0,0,7072.3,0,7.02,9.96,19,94.74,5.26,0,0,10,0,0,7072.3,0
India,Italy,2012,EXPIMP,Fuels,184288.93,34079.18,4.29,0.66,0.45,-0.44,-31.01,5.83,6.35,28,96.43,3.57,0,0,10,0,0,11468.18,0,5.83,6.35,28,96.43,3.57,0,0,10,0,0,11468.18,0
India,Japan,2012,EXPIMP,Fuels,2815369.81,344547.58,43.88,2.79,1.11,4.95,7.76,6.6,8,32,96.88,3.13,0,0,10,0,0,221740.26,0,6.6,8,32,96.88,3.13,0,0,10,0,0,221740.26,0
India,Kazakhstan,2012,EXPIMP,Fuels,429.51,1888.53,0.16,1.15,0.01,-0.66,52.36,5,0.01,3,66.67,33.33,0,0,10,0,0,344.34,334437.7,5,0.01,3,66.67,33.33,0,0,10,0,0,344.34,334437.7
India,Kenya,2012,EXPIMP,Fuels,2398852.01,31.32,63.65,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,"Korea, Rep.",2012,EXPIMP,Fuels,1173630.9,898069.65,28.79,6.57,1.54,3.54,-9.45,7.69,4.57,26,96.15,3.85,0,0,10,0,0,692826.11,0,7.69,4.57,26,96.15,3.85,0,0,10,0,0,692826.11,0
India,Kuwait,2012,EXPIMP,Fuels,13260.2,17030410.82,1.27,95.75,,,,4.42,0.29,23,91.3,8.7,0,0,10,0,0,984027.58,15588542.52,4.42,0.29,23,91.3,8.7,0,0,10,0,0,984027.58,15588542.52
India,Lebanon,2012,EXPIMP,Fuels,271.78,173.33,0.11,0.69,0.05,14.83,-37.93,5,5,1,100,0,0,0,5,5,0,0.33,0,5,5,1,100,0,0,0,5,5,0,0.33,0
India,Liberia,2012,EXPIMP,Fuels,1265.05,260.88,1.1,2.26,,,,5,5,1,100,0,0,0,5,5,0,60.95,0,5,5,1,100,0,0,0,5,5,0,60.95,0
India,Libya,2012,EXPIMP,Fuels,257.98,1260162.76,0.14,99.6,,,,2.08,0.28,10,80,20,0,0,5,0,0,62665.36,864564.63,2.08,0.28,10,80,20,0,0,5,0,0,62665.36,864564.63
India,Latin America & Caribbean,2012,EXPIMP,Fuels,5430995.91,20321799.05,36.77,73.44,,,,3.98,0.04,94,80.85,19.15,0,0,10,0,0,170066.81,24770929.4,5.76,0.04,30,86.67,13.33,0,0,10,0,0,170066.81,24770929.4
India,Sri Lanka,2012,EXPIMP,Fuels,687151.05,2993.07,18.02,0.45,0.69,-1.97,-24.41,4.72,4.18,15,93.33,6.67,0,0,5,0,0,261.57,0,4.72,4.18,15,93.33,6.67,0,0,5,0,0,261.57,0
India,Luxembourg,2012,EXPIMP,Fuels,0,28.36,,0.05,,,,5,5,5,100,0,0,0,5,5,0,0.07,0,5,5,5,100,0,0,0,5,5,0,0.07,0
India,Latvia,2012,EXPIMP,Fuels,0,8517.45,,11.57,,,,10,10,2,100,0,0,0,10,10,0,1121.77,0,10,10,2,100,0,0,0,10,10,0,1121.77,0
India,Morocco,2012,EXPIMP,Fuels,1724.66,126.24,0.42,0.01,0.29,5.13,-48.46,,,,,,,,,,,,,,,,,,,,,,,,
India,Madagascar,2012,EXPIMP,Fuels,762.5,107.4,0.49,0.12,0.01,0.49,56.9,,,,,,,,,,,,,,,,,,,,,,,,
India,Maldives,2012,EXPIMP,Fuels,1474.91,22.49,1.21,0.3,0.01,17.63,-5.73,4.58,4.21,10,90,10,0,0,5,0,0,73.09,0,4.58,4.21,10,90,10,0,0,5,0,0,73.09,0
India,Middle East & North Africa,2012,EXPIMP,Fuels,14647099.7,114162397.6,22.71,75.17,,,,4.78,0.71,283,90.46,9.54,0,0,10,0,0,16093020.14,95989276.58,5.45,0.71,49,91.84,8.16,0,0,10,0,0,16093020.14,95989276.58
India,Mexico,2012,EXPIMP,Fuels,83.3,2685742.65,0.01,76.82,1.65,-2.43,48.15,3.06,0,15,86.67,13.33,0,0,5,0,0,9.36,3578522.82,3.06,0,15,86.67,13.33,0,0,5,0,0,9.36,3578522.82
India,Marshall Islands,2012,EXPIMP,Fuels,0,3.21,,0.35,,,,4.58,4.17,10,90,10,0,0,5,0,0,6930.01,0,4.58,4.17,10,90,10,0,0,5,0,0,6930.01,0
India,Mali,2012,EXPIMP,Fuels,13.77,272.75,0.02,1.07,0,0.58,"2,152.30",,,,,,,,,,,,,,,,,,,,,,,,
India,Malta,2012,EXPIMP,Fuels,211608.64,2134.96,70.03,5.12,0,15.09,-90.92,5,5,1,100,0,0,0,5,5,0,2.64,0,5,5,1,100,0,0,0,5,5,0,2.64,0
India,Myanmar,2012,EXPIMP,Fuels,1859.03,14111.72,0.35,1.05,0.01,-18.41,-5.66,5,5,1,100,0,0,0,5,5,0,2.98,0,5,5,1,100,0,0,0,5,5,0,2.98,0
India,Mongolia,2012,EXPIMP,Fuels,8.7,10930.8,0.02,83.93,,,,5,5,4,100,0,0,0,5,5,0,74.7,0,5,5,4,100,0,0,0,5,5,0,74.7,0
India,Mozambique,2012,EXPIMP,Fuels,469953.6,174215.52,52.9,65.11,0.12,-0.5,-61.58,3.33,1.67,4,50,50,0,0,5,0,0,153964.14,0,3.33,1.67,4,50,50,0,0,5,0,0,153964.14,0
India,Mauritius,2012,EXPIMP,Fuels,389508.74,2.49,57.93,0.01,3.65,4.1,4.12,,,,,,,,,,,,,,,,,,,,,,,,
India,Malaysia,2012,EXPIMP,Fuels,435193.59,2414916.17,11.48,23.01,1.35,12.36,127.66,5.2,0.54,41,90.24,9.76,0,0,10,0,0,284470.75,2064292.87,5.2,0.54,41,90.24,9.76,0,0,10,0,0,284470.75,2064292.87
India,North America,2012,EXPIMP,Fuels,1223222.67,2192598.48,3.12,8.22,,,,6.13,3.1,91,93.41,6.59,0,0,10,0,0,1748147.18,0,6.53,3.1,62,95.16,4.84,0,0,10,0,0,1748147.18,0
India,Niger,2012,EXPIMP,Fuels,4.47,72315.57,0.01,99.72,0.61,-58.42,-44.62,,,,,,,,,,,,,,,,,,,,,,,,
India,Nigeria,2012,EXPIMP,Fuels,69065.77,13799332.62,2.44,98.83,0.41,-63.35,-69.07,3.33,0.18,3,66.67,33.33,0,0,5,0,0,478089.11,13140656.64,3.33,0.18,3,66.67,33.33,0,0,5,0,0,478089.11,13140656.64
India,Nicaragua,2012,EXPIMP,Fuels,45.5,77677.24,0.09,98.71,0,14.91,101.99,4.17,4.17,9,88.89,11.11,0,0,5,0,0,287.4,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,287.4,0
India,Netherlands,2012,EXPIMP,Fuels,5294088.24,46266.79,55.92,1.76,1.76,7.22,40.35,7.08,4.36,33,96.97,3.03,0,0,10,0,0,123880.17,0,7.08,4.36,33,96.97,3.03,0,0,10,0,0,123880.17,0
India,Norway,2012,EXPIMP,Fuels,28.76,4504.06,0.01,0.49,0,-3.1,-94.9,4.79,4.88,15,93.33,6.67,0,0,5,0,0,60416.58,0,4.79,4.88,15,93.33,6.67,0,0,5,0,0,60416.58,0
India,Nepal,2012,EXPIMP,Fuels,1032020.05,31.02,39.89,0.01,1.48,5.08,4.95,,,,,,,,,,,,,,,,,,,,,,,,
India,New Zealand,2012,EXPIMP,Fuels,2134.15,224392.1,0.7,29.35,0.03,-8.49,-20.94,3.89,1.67,9,77.78,22.22,0,0,5,0,0,202656.4,0,3.89,1.67,9,77.78,22.22,0,0,5,0,0,202656.4,0
India,"Other Asia, nes",2012,EXPIMP,Fuels,1605239.64,295614.28,56.76,6.79,1.99,5.33,-12.38,,,,,,,,,,,,,,,,,,,,,,,,
India,Oman,2012,EXPIMP,Fuels,1189926.36,399208.54,50.08,20.86,3.76,-2.6,25.35,4.92,0.35,28,92.86,7.14,0,0,10,0,0,111320.75,1488021.78,4.92,0.35,28,92.86,7.14,0,0,10,0,0,111320.75,1488021.78
India,Pakistan,2012,EXPIMP,Fuels,27271.5,30772.71,1.67,6.15,0.04,3.59,48.05,5.17,4.83,27,88.89,11.11,0,0,10,0,0,28364.22,0,5.17,4.83,27,88.89,11.11,0,0,10,0,0,28364.22,0
India,Panama,2012,EXPIMP,Fuels,177.66,43568.21,0.07,38.2,4.12,-92.47,-27.77,5,5,1,100,0,0,0,5,5,0,11.2,0,5,5,1,100,0,0,0,5,5,0,11.2,0
India,Philippines,2012,EXPIMP,Fuels,13111.9,4112.67,1.17,0.83,0.03,5.46,82.68,2.92,1.91,12,75,25,0,0,5,0,0,7059.18,0,2.92,1.91,12,75,25,0,0,5,0,0,7059.18,0
India,Papua New Guinea,2012,EXPIMP,Fuels,58.88,31.53,0.19,0.03,0,62.55,-2.56,,,,,,,,,,,,,,,,,,,,,,,,
India,Poland,2012,EXPIMP,Fuels,1289.77,146087.55,0.17,17.1,0.01,-1.22,16.3,5.33,9.96,22,95.45,4.55,0,0,10,0,0,80671.41,0,5.33,9.96,22,95.45,4.55,0,0,10,0,0,80671.41,0
India,Portugal,2012,EXPIMP,Fuels,93.24,16926.93,0.02,4.93,0,1.71,-99.7,7.5,10,3,100,0,0,0,10,5,0,22263.16,0,7.5,10,3,100,0,0,0,10,5,0,22263.16,0
India,Qatar,2012,EXPIMP,Fuels,72167.22,15185093.06,10.38,92.67,0.87,,,4.42,3.53,24,91.67,8.33,0,0,5,0,0,9526954.55,3944159.37,4.42,3.53,24,91.67,8.33,0,0,5,0,0,9526954.55,3944159.37
India,Romania,2012,EXPIMP,Fuels,645.5,28405.9,0.24,7.49,3.57,-0.64,11.91,10,10,2,100,0,0,0,10,10,0,40.89,0,10,10,2,100,0,0,0,10,10,0,40.89,0
India,Russian Federation,2012,EXPIMP,Fuels,7389.74,442479.18,0.34,9.61,0.25,-9.05,8.26,4.83,3.58,33,87.88,12.12,0,0,10,0,0,230788.39,82193.15,4.83,3.58,33,87.88,12.12,0,0,10,0,0,230788.39,82193.15
India,South Asia,2012,EXPIMP,Fuels,1886288.51,54373.51,13.73,2.37,,,,5.06,4.93,63,88.89,11.11,0,0,10,0,0,47064.63,0,5.73,4.93,35,91.43,8.57,0,0,10,0,0,47064.63,0
India,Saudi Arabia,2012,EXPIMP,Fuels,4019622.18,29182791.81,47.03,88.9,1.37,41.82,-0.9,4.17,0.26,18,88.89,11.11,0,0,5,0,0,1731070.66,31202907.17,4.17,0.26,18,88.89,11.11,0,0,5,0,0,1731070.66,31202907.17
India,Singapore,2012,EXPIMP,Fuels,8168662.36,1161827.66,60.27,14.9,2.23,1.89,-6.65,6.61,4.91,37,97.3,2.7,0,0,10,0,0,566930.41,0,6.61,4.91,37,97.3,2.7,0,0,10,0,0,566930.41,0
India,Sub-Saharan Africa,2012,EXPIMP,Fuels,5904008.63,26256287.86,27.53,72.66,,,,3.99,0.26,69,79.71,20.29,0,0,10,0,0,2611058.16,22068238.07,5.42,0.26,36,88.89,11.11,0,0,10,0,0,2611058.16,22068238.07
India,Sudan,2012,EXPIMP,Fuels,1784.26,134771.07,0.24,75.16,0.01,,,0,0,1,0,100,0,0,0,0,0,0,260802.69,0,0,1,0,100,0,0,0,0,0,0,260802.69
India,Slovak Republic,2012,EXPIMP,Fuels,0,29.98,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Slovenia,2012,EXPIMP,Fuels,223.94,0.88,0.1,0,1.98,0.91,-13.07,5,5,1,100,0,0,0,5,5,0,2.81,0,5,5,1,100,0,0,0,5,5,0,2.81,0
India,Sweden,2012,EXPIMP,Fuels,208.35,9202.25,0.03,0.5,0,3.04,20.29,5.95,4.47,24,95.83,4.17,0,0,10,0,0,23478.48,0,5.95,4.47,24,95.83,4.17,0,0,10,0,0,23478.48,0
India,Syrian Arab Republic,2012,EXPIMP,Fuels,3330.76,137629.33,0.96,83.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Thailand,2012,EXPIMP,Fuels,28376.34,27585.39,0.82,0.5,0.07,4.9,-45.65,6.42,5.63,26,96.15,3.85,0,0,10,0,0,47134.03,0,6.42,5.63,26,96.15,3.85,0,0,10,0,0,47134.03,0
India,Tajikistan,2012,EXPIMP,Fuels,0,156.77,,0.99,,,,4.17,4.17,9,88.89,11.11,0,0,5,0,0,3.39,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,3.39,0
India,Tunisia,2012,EXPIMP,Fuels,1195.82,28500.18,0.4,12.84,0.02,9.55,-64.32,5,5,1,100,0,0,0,5,5,0,1.26,0,5,5,1,100,0,0,0,5,5,0,1.26,0
India,Turkey,2012,EXPIMP,Fuels,890232.21,12608.99,24.24,1.2,4.87,2.31,-7.22,5.52,0.36,23,91.3,8.7,0,0,10,0,0,15991.3,253591.96,5.52,0.36,23,91.3,8.7,0,0,10,0,0,15991.3,253591.96
India,Tanzania,2012,EXPIMP,Fuels,717341.21,430.12,44.76,0.09,0.7,3.16,-54.11,,,,,,,,,,,,,,,,,,,,,,,,
India,Ukraine,2012,EXPIMP,Fuels,1426.95,326557.98,0.28,13.01,0,-4.31,36.12,6.67,8.78,32,90.63,9.38,0,0,10,0,0,214879.47,0,6.67,8.78,32,90.63,9.38,0,0,10,0,0,214879.47,0
India,Unspecified,2012,EXPIMP,Fuels,405907.59,209369.16,16.67,20.05,,,,5.73,2.07,22,86.36,13.64,0,0,10,0,0,141611.44,0,5.73,2.07,22,86.36,13.64,0,0,10,0,0,141611.44,0
India,United States,2012,EXPIMP,Fuels,1221903.63,1869823.39,3.29,7.76,0.43,-4.28,0.04,6.28,3.25,56,94.64,5.36,0,0,10,0,0,1572219.7,0,6.28,3.25,56,94.64,5.36,0,0,10,0,0,1572219.7,0
India,Uzbekistan,2012,EXPIMP,Fuels,0,3356.33,,10,,,,4.17,4.17,9,88.89,11.11,0,0,5,0,0,299.4,0,4.17,4.17,9,88.89,11.11,0,0,5,0,0,299.4,0
